,reviews
7267,Bien reçu ! Très jolie Merci beaucoup 😊
7268,"Très beau !
Je souhaite en recommander"
7269,Conforme très sympa livraison rapide parfait je recommande
7270,"Très  beau collier comme sur la photo
Ça faisait longtemps que j'en  cherché comme ça et celui ci a un très bon rapport qualité prix. 
De la livraison et rapide. 
Je vous le recommande"
7271,Je suis entièrement satisfait de mon achat. La confection et la présentation est soigné. Merci.
7272,"Super bracelet, vraiment très jolie, très fin et raffiné! Je recommande."
7273,Arrivées très rapidement ! J'aime bien (juste un poil trop grandes pour mon lobe ;))
7274,juste parfait très beau rendu
7275,Bijou magnifique ! on verra si le fil tient le coup avec le temps mais pour l'instant il va très bien. Article envoyé très  rapidement
7276,Sehr schöne Kette 😍
7277,Super ma femme et ravie et arrivé à l'heure super
7278,"Un peu gros á mon goût.
Ça manque de finesse"
7279,Colier parfait. Reçu rapidement!
7280,I love this shop. These necklaces are so cute and get so many compliments. Reorder often as gifts!
7281,I love this shop.  These necklaces are so cute and get so many compliments. Reorder often as gifts!
7282,Très beau à recommander
7283,"Es del tamaño adecuado
Un regalo perfecto."
7284,very nice and simple...I will buy again !!!!
7285,Parfaite ! elles dégagent beaucoup d'élégance!
7286,This was a reorder. These Bracelets are so cute.
7287,I received my necklace and loved it! I was very satisfied with it. I left another comment stating I wasn’t happy with th company and I was wrong. It took the mail service a little longer than expected to get here but that had nothing to do with the company. If you order from this company you will be happy you did!
7288,"Envoi rapide
Beau bijoux 
Répond à mes attentes"
7289,These are so cute.  I get so many compliments!
7290,These are so cute.  I get so many compliments!
7291,"Colis arriver le 6 mai ,très jolie il est un peu trop long ,j’aurai préféré le collier en  argent mais bon ça c’est de ma faute"
7292,"Très joli collier ! Ma mère va l’adorer. 
Envoi rapide et soigné, merci 🙂"
7293,pierre très fine et avec ce fil transparent on le croirai collé sur la beau..vraiment magnifique  joce w
7294,Je m'attendais à un autre rendu sur la peau.... mais très bon article
7295,"très jolie autour de mon cou j, adore merci"
7296,Beautiful well done necklace. Love it. Will order again. Thank you
7297,I recd my order & Very nice
7298,Envoi rapide et soigné je l’ai même reçu avant la date prévue ! Le bijou est identique à la description. C’est parfait ! Je reviendrai commander c’est sur !
7299,tout simplement magnifique à porter surtout sur une peau doréé
7300,Recd my order and excited
7301,Very happy with my purchase ! Loved it !!
7302,"Super, envoi rapide et soigné, collier très joli, je recommande à 100%
Merci beaucoup"
7303,"Alles lief perfekt, der Schmuck ist wunderschön"
7304,"Arrivés très très vite et correspond exactement à mon souhait.
Avec un petit mail gentil de Mélanie pour m'annoncer l'envoie de la commande.
Le bleu est vraiment magnifique"
7305,très joli pendentif  jw
7306,Envoie rapide et collier très jolie !!
7307,"Perfect, very pretty"
7308,Top!!! Die Halskette sieht sehr schön aus. Lieferung war schnell und günstig. Sehr empfehlenswert.
7309,"Article conforme aux attentes, parfait !"
7310,"Man muß mehrmals hinsehen, um überhaupt einen Anhänger
zu sehen."
7311,"Conforme à la photo, de bonne qualité.
Appréciable de pouvoir choisir la taille du collier."
7312,"Très satisfaite de mon achat.
Jolie finition pour ce collier."
7313,Beautiful necklace! Very light and stone is very sparkly! Love it!
7314,Il est parfait très chic et conforme à la demande.
7315,"Commande reçue très rapidement, beau et efficace. Le fil est quasi invisible. En plus de ça Mélanie est adorable.
Foncez :-)"
7316,Super contente de mon achat. Tres bien
7317,Parfait je me suis trompée de taille et Mélanie a eu la gentillesse de les reprendre et de les agrandir. Merci encore
7318,"Travail soigné, bijoux de qualité 
Ravie de ma commande 😍"
7319,Beautiful! Thank you so much! :)
7320,Très joli collier et arrivé assez vite
7321,"Joli collier, tout simple. Envoi rapide et soigné. Je recommande vivement"
7322,"Unglaublich schön, kann ich wirklich weiter empfehlen)))))"
7323,It looks amazing! Thank you
7324,"Commande reçue rapidement, et article conforme et bien emballé, je recommande 👍🏼"
7325,"creamelanie est parfaite.
Une commande de bijoux (collier, boucles et bracelet) tout parfait.
Je recommande"
7326,Very nice I loved the quality is perfect
7327,"Je recommande vivement ce produit il est vraiment très beau. 
Super vendeuse merci pour votre réactivité  

Julie"
7328,"Super schön, totaler Blickfang 😍... danke gerne wieder!"
7329,"Super schön, totaler Blickfang 😍... danke gerne wieder!"
7330,Le bijoux est gros mais jolie
7331,"Service - très bien et correcte ...bien discret comme...
cette petit collier . Merci ."
7332,Collier correspondant exactement à ma demande très jolie créatrice très gentille je recommande.
7333,Il tourne.L'attache se retrouve avec le brillant :(
7334,"Article conforme et de qualité : une nouvelle fois, ravie de ma commande 😇"
7335,"article envoye rapidement, de bonne qualite et  un joli visuel"
7336,"Collier conforme à la description, très fin et brillant, merci Mélanie !"
7337,Très joli collier qui fait son effet je suis très satisfaite
7338,"Tres beau bijoux
Grande qualité"
7339,Lovely!Will be ordering another one for my friend as she also want one.
7340,bonjour 2eme achat et encore nickel que ce soit le produit ou l envoi. bravo et merci
7341,Très jolie bijoux emballé dans un beau papier
7342,"Très joli ! Le collier est conforme à la photo. 
Et l'envoie est très rapide. Merci beaucoup :)"
7343,"Superbes colliers, merci beaucoup :)"
7344,"Les boucles sont très jolies et donne un bon rendu.
Je recommande creamelanie.
Très satisfaite."
7345,"envoi rapide, très joli bracelet"
7346,Le prix! Et la rapidité de l'envoi.
7347,Jolie pendentif un peu dessus car à vite pris mauvaise forme et du coup tourne pas mal .
7348,"commande envoyée rapidement et collier repondant aux attentes
continuez...."
7349,"Loved the necklace, unfortunately it was too short for me so I might have to order a longer one since I love it"
7350,Love it!!!  Beautiful!  Thank you!
7351,Love it!!!  Beautiful!  Thank you!
7352,Article conforme mis à part j aurai aimé une petite pochette pour mettre colier sinon melanie o top rapidité  d envoi👍
7353,Bin sehr zufrieden 👍
7354,Très bel éclat. Bel emballage. Envoi très rapide. Merci
7355,Bel article.... je suis contente......... pas déçue.... bon suivi du colis.... à refaire bientôt
7356,Goed verzorgd alleen erg lang moeten wachten voordat de post het bezorgd heeft .
7357,Super bracelet expédié très rapidement. Il est vraiment jolie
7358,"bonjour,
oui ravi par mon achat, mais la prochaine fois j'en prendrais un plus court.
service rapide."
7359,Still waiting for delivery-would not have ordered if I knew it was overseas.  Horrible to use USPS-totally unreliable-need different delivery.
7360,beautiful !!!! it is delicate I can wear everywhere
7361,c'est un collier qui se porte facilement avec toutes tenues et très discret.
7362,vraiment contente du collier reçu..livraison rapide ..merci
7363,"envoi rapide, très joli collier"
7364,It is stunning! Thank you
7365,"Tolle Kette, wunderbarer Kundenservice, Vielen Dank 🎀"
7366,Déçue par cet article. Effet grossier
7367,"Sehr schöne Kette, schneller Versand und netten Kontakt."
7368,Collier conforme à la description ainsi qu'à la taille demandée. Un suivi de la part de la vendeuse et un jolie emballage à réception du collier.
7369,Le collier correspond aux attentes :)
7370,"Lovely necklace. Good communication with seller. I ordered another 3 for friends.
Thank you,
Simone"
7371,nice necklace and lovely package:)
7372,"Envoi rapide, produit superbe. Merci"
7373,Comme sur la photo ma fille la bien-aimé
7374,I have waited for this item and I never received it.
7375,way too small really late shipping
7376,"I'm loving these climbers....these are my first of this style so there was a learning curve to figure out how to get them in easily, but now it's a piece of cake. Love the minimalist design & hammered texture. They're perfect!"
7377,"Pros:   Minimalistic. Super pretty. Everybody compliments them. I can sleep and shower and do everything with them. My hair hasn't gotten stuck in them yet. All-around superb purchase. 

 Cons:  really hard for me to put in my ears. Mostly because I think one of my holes is a little crooked.  I won't be taking them out anytime soon, and it's already been a few weeks, so it doesn't matter too much."
7378,"A little difficult to put on at first but worth it! very delicate and minimal, I love them!"
7379,"Absolutely love these earrings! They were a little tricky to get on the first time, since I haven't had a style like this before.  But they fit nicely, and were exactly what I wanted - something minimal but a little trendy.  I'm not one for big earrings and these are perfect!"
7380,I seriously love them.  I pretty much haven't taken them out since I got them and find sleeping in them to be comfortable.  I did have to pull them apart a tiny bit just because they were hurting my ears but now they fit awesome.  But I love them!!!!
7381,Love these so much for my girls!! They’re perfect!!
7382,Absolutely beautiful! Stays in place (and one of my earlobes used to be gauged!) and shines nicely.
7383,I love these climber earrings!! So comfortable and great quality! Thanks so much.
7384,Absolutely LOVE these earrings! They're simple and gorgeous!
7385,These are well crafted and they don't irritate my skin. I love how delicate and unique they look.
7386,"Very dainty. They are very simple but beautifully made. 
A little tight on one of my ears but I think they'll adjust!"
7387,These earrings are amazing! They look beautiful & I haven’t taken them out since I got them.
7388,I love these earrings! Dainty and really cool looking! Thank you!!
7389,Beautiful! Slipped much faster than promised. I love it
7390,"Love them. Simple, unique, timeless."
7391,These are gorgeous and perfect!
7392,"These are simple, minimalist, and cute. They hug my earlobes perfectly and I can sleep in them. A wonderful change of style for me!"
7393,Excellent quality and exactly as shown.  This style of earring is very comfortable and easy to wear... even with my sensitive ears!
7394,"Pretty! A little difficult to put in, but nice all around. Thank you!"
7395,"Delicate and minimal, exactly what I wanted. Thanks!"
7396,These are my Go-To earrings.  I answer the phone all day and some earring can get annoying or in the way.  It's a small thing but when it happens all day long it can get frustrating.  I don't have a problem with these.  They are beautiful and easy to wear.
7397,Love the ear crawlers! Thanks so much :)
7398,Love these. Very unique and high quality.
7399,Love my new earrings! Thank you for an excellent product & quick shipping!
7400,Very cute and shipped fast! Will order again!
7401,I love the earrings! But one fell out and was lost the first day I put them in. :/
7402,These are great earrings. Love them!
7403,they are beautifully made!! buy these!
7404,"Love them, have to buy another pair for my daughter...her request"
7405,Very comfortable and beautiful
7406,So casual and relaxed fit. Delightful shop.
7407,Love these earrings and they stay in place!
7408,Arrived on time and exactly what I hoped for!
7409,Love these earrings. Thank you!
7410,They are so delicate and perfect! Thank you
7411,"Lovely earrings, exactly what I wanted. They're so light I forget I have them on, and they can be worn overnight without poking you in the head."
7412,"Nice design, but the quality lokks a bit so so..."
7413,Very hard to put them on! And it is smaller than the picture...
7414,"Not impressed. The right earring was loose and I couldn't get it to stay in place and, now, less than 24 hours after receiving them, it's already fallen out and lost.
Waste of money."
7415,Absolutely beautiful and unique piece of jewellery
7416,Sehr schöne Ohrringe und ideal an Festivals zu tragen.
7417,"The customer service was fast and lovely. The package came with a handwritten note and a cute lollipop 🥰, thanks! The earcuffs are very nice - they are easy to put on, they don't pinch the ear and they fit snugly, and most of all - are as pretty as they were on the pictures provided by KivotosJewelry. 10/10 would buy again 😁"
7418,Item is just as pictured! Just lovely. I did the free shipping to the US so it took awhile but I was offered faster shipping but would have to pay. So I decided to wait. Earrings are delicate and slightly smaller than I wanted but still wonderful! Would buy again.
7419,Absolutely stunning ring! The blue stone has gold highlights that pair perfectly with the gold band. The band itself feels solid and well-made. The seller was very easy to work with and promptly responded to messages about customization.
7420,"I LOVE this ring. It’s so beautiful! It has a nice shimmer indoors, but under the lights and sun it sparkles ✨ it took 3 months to get here because of covid and the fact that for me it was international shipping. After not having it weeks after the supposed arrival date I emailed them to see if they had any info on their side. They contacted the post office and responded to me very quickly about what was going on. (The item was already in my country just not scanned in yet). I was sad, but the wait was worth it for me. I love it so much. THANK YOU!!!
It also came BEAUTIFULLY packaged in a cute suede pouch covered in green tissue w/ a painted wood ladybug sticker. Also received a dried flower and sticker logo. Husband & I are big travelers and will probably frame the flower 💜"
7421,Bought the ear crawlers together with a tiny single flower earring to wear on the other ear and I couldn't be happier. They fit perfectly and are as pretty as on the pictures. Also great communication and customer care from Eleni and her team. Thank you!
7422,"It was a bday gift and you literally saved me with your super speedy delivery and help throughout. 

Amazing earrings - my friend loved them! 

Cant recommend enough. Will defo purchase from you again!"
7423,"My daughter loved her gift!
Very stylish!"
7424,"Absolutely love these, they’re so beautifully made. Lovely little hand written note was much appreciated aswell. Thanks so much :)"
7425,"Ah beh, questo è per me! È davvero molto carino, ben fatto ed è resistente. È un oggetto particolare con colori vivaci, proprio come in foto. Ma non immaginatevi una cosa vistosa. Si fa notare con delicatezza. E di questi tempi anche i colori aiutano lo spirito! Dei venditori sono ugualmente entusiasta."
7426,"I am so thrilled with my purchases. They are exactly as expected from the photo and came in such gorgeous packaging too. It all felt very special, like getting a gift from a friend! Highly recommend buying from this lovely seller, absolutely beautiful quality and attention to detail."
7427,Absolutely beautiful and unique piece of jewellery
7428,"Love! They are beautiful earrings, I like the way it goes up your earlobe. They sit perfectly."
7429,"Thank u so much for this magical earrings. I love the 
artistic design.
Have a nice time with a lot of beautifil moments
Pia"
7430,"Really beautiful earrings, worth the wait!! Love them! Thank you!"
7431,Superbrs
7432,"Absolutely lovely. The packaging was very cute, the seller is easy to communicate with, and the earring is gorgeous. Just as expected."
7433,"Magnifique, comme je les rêvais. J'espère qu'elle tiendront bien sur l'oreille à l'usage, mais il n'y a pas de raison!"
7434,They are very nice and original! I love them. The packing was also very well done with lavanda flowers inside. And they arrived before I thought! Many thanks!
7435,Sehr schöne Ohrringe und ideal an Festivals zu tragen.
7436,"Amazing, love them!"
7437,I love my pair very much!
7438,"Magnifique ! Très jolie boucle d'oreille, c'est délicat, ce sera parfait pour ce printemps :)"
7439,"Boucle d'oreille vraiment très jolie, je l'aime beaucoup mais malheureusement ne tient pas bien accrochée à mon oreille, j'ai sûrement l'oreille un peu fine."
7440,Parfait! Très bon produit! Livraison rapide et bonne qualité.
7441,"Great quality necklace! The necklace lenght seemed shorter than I expected, but I love the fit around my neck. Very light and i wear it all the time. Would highly recommend this seller!"
7442,Absolutely beautiful ring my wife loved it. Amazing attention to detail in the packaging too which is a lovely touch. I very highly recommend!
7443,Beautifully hand crafted. I absolutely love it!
7444,"The Ear Crawler Earring seen in the picture looks  even better seen in person. The enamel work is thorough, the flower petals are firmly attached , and the mechanisms designed for the earring to stay in place are strong.  The Kivotos Jewelry staff answered my email questions promptly and knowledgeably. They packed the earrings so they would not break in transit and shipped them soon after they were  ready to go. The earrings are darling and will probably  become family heirlooms."
7445,"My second purchase from Kivotos. Again, Good quality, good design! It works."
7446,So beautiful!!! I absolutely love this ring. Worth the wait in every way!!!! 100% stunning and special
7447,"The earrings I bought from Kivotos Jewelry are darling! So pleased that they are sturdy, the enamel work is thorough, covering each petal top and bottom. These earrings will become a family heirloom. There was no problem with shipping, and the company responded to my email questions by the next day."
7448,"Well made beautiful and creative 
Shipped very quickly 
Love the packaging and note!"
7449,This ring is minimalist but beautiful. It’s just as pictured. What made this purchase even better is the amazing customer service by KivotosJewelry :)
7450,Beautiful
7451,"Simply fantastic, very beautiful turquoise color, light and elegant. Perfect"
7452,"This is adorable little flowers, very beautifully made! Bought it as a gift to my daughter, I bet she will like it! Shipping was incredibly fast, seller is very communicative and kind! Thank you so much!"
7453,"Absolutely love!
Beautifully made!
Came in a cute bag, very sweet."
7454,"I am so thrilled with my purchases. They are exactly as expected from the photo and came in such gorgeous packaging too. It all felt very special, like getting a gift from a friend! Highly recommend buying from this lovely seller, absolutely beautiful quality and attention to detail."
7455,It is so dainty and so perfect.  I love it! The colors are so perfect and detail so delicate. Will be wearing everyday. Thank you!
7456,Stunning and comfortable! I adore it✨💕
7457,The earrings look even better in person! Very detailed and beautiful.
7458,"Ordered on 4/29 and received today. Long wait for overseas shipping die to COVID-19. 

There are better in person. So cite and comfortable. Love the little bit of dangle!!"
7459,"Quick delivery. Soft and délicate craft,
Pleasant discussion with the seller, who was very professional in treating my order and preventing upstream any possible problem.  I appreciate very much and I recommend."
7460,My ring is beautiful and will be a meaningful symbol of this time in my life. Eleni was also wonderful to work with. Helpful and kind. I would definitely buy more jewelry from this shop.
7461,The earrings look even better in person! Very detailed and beautiful.
7462,"Je viens de la recevoir, j'aime beaucoup beaucoup
Envoi soigné 👌"
7463,"Excellent seller! Beautiful pendant. I did a mistake in the measurement info, she kindly send me the extension."
7464,Bellissimo. Semplice ed elegante... L'ho preso per fare un regalo e sono certa che piacerà moltissimo! Il venditore è stato gentilissimo. Consiglio vivamente l'acquisto.
7465,I love the daintiness and attention to detail. So precious.
7466,Wirklich schöne ohrringe!
7467,"Spotted this when browsing rings for a friend and bought myself it immediately.
It really is so beautiful! Communication throughout was excellent, well detailed tracking.. said two weeks to arrive and was received in under that. Wrapped lovely with a handwritten message and sprig of lavender. Just gorgeous. Recommended times 100 x"
7468,"Absolutely as I was hoping it to be, the colors are perfect, the shape and the design make it a true beauty. Happy again"
7469,Just as pictured not too long or heavy and quality is great. I love the color combinations and unique style. Thank you so much...!!! I love them!
7470,Very delicate and elegant. Exactly what I was looking for!
7471,"The pendant is very beautiful, unique and can be worn as a casual or formal accessory, plus I use it to layer necklaces. The solid gold chain is super sturdy compared to machine made ones I’ve bought in the past. Will be a customer for life!"
7472,"Beautifully designed and crafted earrings, with exceptional customer service and quick delivery. The “gold” is actually “gold vermeil”, but this is reflected in the excellent price. My daughter was thrilled with this birthday gift. Efharistó!"
7473,"The necklace was professional quality and turned out gorgeous, my cousin wears it all the time! I ordered it around Xmas time, and it came wrapped BEAUTIFULLY with little decorations, a lollipop, and a handwritten note. Fantastic product AND seller. 12/10"
7474,"I really love(d) this ring - but having ordered the gold version, the colour is fading after wearing it for 3 weeks.... It's now basically silver!"
7475,gorgeous 😭 i’m so happy wearing them
7476,beautiful in person! Very cool earring and so happy I could enjoy purchasing just one. Arrived safely and in perfect condition.
7477,Die Ohrringe sind sehr schön. Ich bin schon mehrfach darauf angesprochen worden. Ich bin sehr glücklich 😀
7478,Really nice and fast shipping.
7479,Beautiful and elegant. You can tell they are made by an interesting boutique xx
7480,"Amazing bright blue, wonderful, elegant setting. A gorgeous ring, simple, but very eyecatching"
7481,These earrings are superb. My husband gave these to me for our 30th wedding anniversary (my choice!) So beautiful and such lovely quality. I will treasure these.
7482,"Très joli !
Livraison rapide avec DHL (5 jours) malgré le contexte.
Livré avec un emballage cadeau et une joli pochette décorée ! Un grand merci à vous :)
Vendeur sérieux et un suivi parfait tout à long de la commande.
Entièrement satisfait."
7483,"They are beautiful, simple and unique. I absolutely LOVE them!"
7484,"Simply stunning: marvelous vibrant blue green, simple cut, but elegant and classy"
7485,"Pretty, delicate, these necklaces make perfect little presents. I can’t wait for the reactions! Eleni is really helpful too. Recommend this seller."
7486,"Ich bin froh, dass ich von Kivotos Jewelery auf die Möglichkeit von DHL Versand aufmerksam gemacht wurde. Die Sendung traf innerhalb von 4 Tagen aus Griechenland nach der Schweiz ein - ohne Zollgebühr!"
7487,"What a wonderful experience! Their customer service is the most professional one I had contact with, very kind and helpful - the happiness and satisfaction of the customer seems to be most important to them. The jewelry is made beautifully and with love. It was a pleasure to buy at KivotosJewelry and I can absolutely recommend them. Thanks a lot for these beautiful earrings!!"
7488,"Lovely stone, really nice and well made silver ring setting. Very comfortable, lightweight and easy to adjust to size, but it stretches open just as easily as it pushes closed so have to keep adjusting. Overall very happy though!"
7489,They are dainty and simple cute jewelry.  I am very pleased with them.
7490,I absolutely love my ring and bracelet from Kivotos Jewelry!  The seller was very helpful; I had a great buying experience.  Made this shop a favorite!
7491,I am blown away with the quality of this item has I’m not impressed easily but these earrings left me speechless
7492,Sehr schön! Ich habe schon einige Stücke gekauft und bin jedes Mal begeistert! Unbedingt Empfehlenswert!!!
7493,"Cameo ring is gorgeous, both silver and gold."
7494,Beautiful earrings!!!
7495,"I ordered the earrings on November 11, but up to now I have received them."
7496,"Love these earrings!  Great craftsmanship, exactly as pictured."
7497,"Great item, exactly as described and very well made. I had trouble with delivery as it initially took a long time to post so was already running late for a present and then when my tracking number wasn’t working and it turned out the post office never actually sent it so my order was very delayed. The seller was very quick to resolve the issue when contacted."
7498,"very unique design for evil eyes! The item arrived so fast, and well-wrapped with beautfil Christmas decor. Thank you for this beautiful jewelry and candy!"
7499,"Die Steine sind sehr schön, auf dem Foto wirken Sie aber etwas größer als sie wirklich sind"
7500,"Very pretty, they fit the edge of my ears nicely - not too long or  wide."
7501,What a lovely selling and pair of earrings!!! Just what I was looking for! The owner of this company went above and beyond on a query and I couldnt recommend them enough! I will be purchasing more!
7502,"Wonderful, style, shape and color. When hit by the sunlight it's even more beautiful"
7503,"Beautiful item, delay in receipt due to Greek post office but seller was quick and courteous in response. Out of her hands, actually, but arrived not too late and the earrings did not disappoint. All wrapped carefully and beautifully so you know she treats each sale with care."
7504,These earrings are very cute - and well made. Love love love them and  will wear them frequently!
7505,Just beautiful! Classic and unique at the same time.  I really like the size.  They look just like the picture. AND I got a Greek 🍭 lollipop!
7506,"Beautiful work, love this ring"
7507,absolutely stunning. fits like a charm and goes with my entire wardrobe. Awesome purchase
7508,"The three stones picked up for me are just perfect, bright colors, beautiful shape and the design is magnificent. Very happy"
7509,"Simply wonderful. The colors and the stones chosen are perfect: bright sunstone , sparkling turquoise and beautiful moonstone. The sun, the blue sky, and the moon. Thank you for another beautiful work"
7510,"This ring is beautiful and unusual , and Kivotos were so helpful telling me how to size it for the order"
7511,"Les boucles sont très jolies et fines. Exactement ce que je voulais. 
Petite déception sur le fermoir qui s’est décalé dès la première fois mais il fonctionne toujours. 
Le contact avec le vendeur pendant le confinement a été parfait. 
Je suis satisfaite :)"
7512,"took about 2 months to receive, but is beautiful. Thank you!"
7513,top ear cuff will not stay on
7514,Leider nicht so wie hier angeboten wird. Der Stein entspricht nicht meinem Erwartungen.  Ansonsten sehr freundlich.
7515,It is a bit bigger than I thought but amazing and I love it! It arrived within 2 days with DHL.
7516,"Love it, wearing all the time, like the simplicity and material . Very happy with my purchase!"
7517,"Absolutely beautful ring! It looks like an antique piece of jewellery and is very beautifully crafted!
This was my first purchase at Kivotos', but hopefully not my last!"
7518,"The necklace is pretty, but waaaay too fragile and the chain came tangled. It took me a good 20 minutes to unravel it."
7519,This is such a gorgeous Aquamarine Ring! Sherri
7520,"I just received and opened my dreamy pendant!!!
Sincerely, I could not imagine it to be so beautiful!!!
The shop owner was direct and helpful not only to provide all asked information but also so kind to provide me a great opinion on the selection and preferable style!
As far as it concerns the gift package...beautiful!
Thank you so much!"
7521,Very beautiful and fit perfectly
7522,"I love this tiny earrings, they're so beautiful and well made. Thank you so much!"
7523,"The ring is just as pictured! They got my size wrong the first time but they were very quick to correct the mistake. I requested a new ring to be made instead of waiting for the one they first sent to be fixed and they paid for both delivery fees.
I’d recommend to see photos of the gem they’ll use since it can vary very much from the product description/photos.

Still, in spite of the this hiccup, they handled it very well and was a pleasure to purchase from their store :)"
7524,"Wonderful style, very bright stone, very elegant"
7525,Stunning!
7526,"May take a while to get if you order from the United States, but so beautiful and worth the wait!!"
7527,"simply gorgeous!!!!! I love love love it!!!
Thank you"
7528,Amazing ! Love it ! ;)
7529,Perfect and beautiful!! I would buy many more things from this seller. Quick shipping too!
7530,"Earrings are beautiful, my girlfriend loves them."
7531,"Beautiful ring!, well made. I'm so happy with my purchase."
7532,"Wow it is so stunning with lots of detail, but very dainty.  I can wear everyday. Thank you!"
7533,"Splendid color, simply and elegant.  As always, perfect"
7534,"Lovely necklace, thank you! 

I have ordered a few items from this creator and have always been very pleased with the products and their quality, this order is no exception! I will definitely be a returning customer."
7535,"Lovely necklace, thank you! 

I have ordered a few items from this creator and have always been very pleased with the products and their quality, this order is no exception! I will definitely be a returning customer."
7536,"I love this necklace, so beautiful, Thank you."
7537,"Wunderschöner Ring, schnelle Lieferung, alles bestens!"
7538,They are exactly what I was searching for! :) and arrived early than I expected! Thank you so much
7539,"Absolutely beautiful! Brilliant customer service, really can't recommend enough. We bought these as a gift for my Mum's birthday and the store managed to get it to us in the UK in record time."
7540,The ring is gorgeous! The sellers (Elena) was very polite and helpful with all the questions and tracking queries. The order reached me within the estimated time and Elena helped track it on its way. Would certainly recommend Kivotos😊
7541,"Wonderful shades of green, perfect size. Happy"
7542,"Sehr schöne Kette, sieht sehr hochwertig aus. Gefällt mir sehr gut. Top Qualität."
7543,"The glow of the gemstone is incredible! Thank you for this gorgeous piece.
Stay well and safe."
7544,Great communication when I had questions.  The necklace is beautiful.  Very well done!
7545,"Really beautiful as expected, just a bit fragile, bending easily as not intended."
7546,"The earrings are beautiful, but unfortunately the clipper is not practical at all. Super difficult to close it once in your ears. So I like them but I can't use them unless there is someone who can help me put in.
Also the free shipping needs some upgrade if you want to have a decent one."
7547,Bijou bien emballé et correspondant à la description. C'est pour un cadeau.
7548,"Took a long wait by post, but the earrings are beautiful!"
7549,"Beautifully carved cameo, very realistic.  Thank you"
7550,It is fabulous. I love it. Thank you.
7551,"Son preciosos, un trabajo muy bien hecho. Seguiré comprando"
7552,"took long but it was worth it for sure,love it"
7553,"Great earrings, I just love the combination of black, gold and aquamarines."
7554,"Very fast delivery, very fine ring with rose quartz"
7555,"Beautiful earrings, high quality and just as described and look exactly as they do in the photos."
7556,Lovely ring and excellent customer service!
7557,Fantastic blue/green gem
7558,"It's petite and charming, very well suited for miniature girls. Excellent seller, fast shipping!"
7559,Schnelle Lieferung. Sehr schöner Ring.
7560,These are adorable!!!!!  Thanks so much!!!
7561,Gorgeous. Arrived in the United States only SEVEN DAYS after I ordered and was packaged beautifully. Thank you!
7562,Beautiful earrings. Gave them as a gift to my friend. She loved them. Great customer service. A pleasure to buy from this seller. P 😊
7563,Very qualitative necklace. Fast shipping and good service. Thanks 😊
7564,Really beautiful!
7565,"Sehr originelles, ausgefallenes Design! Und liebevoll verpackt!"
7566,very pretty and unique earrings  would have liked them a little bigger but that is my fault..they would be perfect on most women
7567,"Touchy and gentle ring, Love it, have it make me feels good.  Thank you. recomended"
7568,Gorgeous necklace and beautifully gift wrapped - thank you!
7569,Sehr süß! Gefällt mir sehr gut.
7570,Bestellung kam superschnell bei mir an. Sehr schönes Armband.
7571,"Fabulous, Mum loved it! Great service , recommend 200%"
7572,worth it!! dhl very quick
7573,"Nice ring, good quality, fast delivery!"
7574,Awesome seller!! Highly recommend.
7575,Charming ring with large stone. Fits nicely and looks lovely.
7576,"Beautiful and delicate, packaged elegantly."
7577,"Super toll gearbeitet, meine Schwester hat sich sehr gefreut"
7578,"I love this little necklace, it is comfortable to wear and the sellers were very nice."
7579,Great customer service!
7580,These earrings are lovely and have a nice weigh to them.  Seller ships very quickly.  A+
7581,Got them to accompany the ear crawlers. Very happy with them.
7582,"Lovely earrings, I'm so happy with my purchase. Thanks"
7583,"Wunderschöner Ring individuelle Wünsche werden unkompliziert umgesetzt, schnelle Lieferung"
7584,Reliable! DHL is trustworthy and can be tracked.
7585,"Wonderful service , mum loved her earrings . Thank you"
7586,"Lovely pendant! It's a small one, but solid and easy to wear! Thank you!"
7587,Really nice earrings and quick delivery
7588,Beautiful earrings. Shipped safely with DHL.
7589,Very fast to arrive. Recommend.
7590,Earrings look well made in person and were nicely wrapped for the holiday! Made it easy for my husband :) There are three holes on the jackets so you can customize based on the shape of your lobe or how much “dangle” you want!
7591,"When I accidentally broke my first necklace, I had to order another one from Hagitbar.  This is my favorite necklace and my go to for most of my outfits. The chain is delicate, the length is long, and the design adds to any outfit. It especially looks good with navy blue... Hagit makes beautiful pieces!"
7592,"Such a cool design! These are a gift, but I will be back at some point soon to get myself a pair. Very thoughtful wrapping as well."
7593,the seller is absolutely so sweet and understanding!!! i’m obsessed with my purchase and will be buying from here again soon <3
7594,"I love the earrings, but the shipping took very long. I understand that this was an international delivery, but it only appeared as ""not shipped"", so I gave up on receiving them. But I finally did receive them and am happy with the look & quality, plus I received a bonus pair :)"
7595,"They are so beautiful! I've gone on kind of a silver bracelet kick and these are the perfect stackers to pair with other more ornate bracelets. They're so clean and minimalist, I love it."
7596,"Love these earrings!! They are just my style and exactly what I hoped for!! Thanks, Hagit!!"
7597,These earrings were received very well! I love knowing friends will enjoy jewelry from this artist as much as I do! I've gifted to three people already!
7598,i’m in love !! thank you so much <3
7599,I have received so many compliments on this beautiful necklace!  This is actually my second purchase of the necklace...this time to give as a gift:)
7600,LOVE my earrings.  Hagit Bar also sent me a cute personal note. Thank you for warming my heart!
7601,"These are my absolute favorite pair of earrings, and I am very particular. Lovely designs, pleasurable experience. I will order more for myself and for gifts."
