reviews,Sentiment
"j’avoue l'article a mis du temps a arriver !!! suite au fête, le collier et très jolie je suis entièrement satisfaite ( merci Mélanie ) très bien emballer avec un petit mot qui l’accompagné avec un petit Stickers plaisir  d'offrir. je suis ravie",
Il et comme sur la photo parfait tres jolie et simple merci beaucoup je vous recommanderais ... Et je recommanderais :),
Super! Et de bon conseil !  Merci! Je recommande vivement !,
"Cet article m'est parvenu à temps et j'ai été enchantée de sa qualité, je continuerai à acheter à cette boutique.",
"Schöne Kette, es war so, wie ich es mir vorgestellt hatte und schneller Versand.",
Exactement ce que je cherchais et que je ne trouvais nulle part. Collier porté pour mon mariage je suis ravie merci,
"Le collier est exactement comme mes attentes , et la communication parfaite , et le plus la livraison super rapide ! Vraiment satisfaite",
"Merci ,pour votre rapidité et votre serieux .Le fil est vraiment invisible parfait  .Je recommande vivement  Creameline  .",
Simple et à la fois chic !,
Super contente. Conforme à ce que j’attendais.  En plus je l’ai reçu vraiment rapidement. Merci 😊,
"Très bien fait et très joli!
Cela fait un beau poignet.",
"Muy bonito, resistente y en llegó en muy pocos días. Un acierto!",
Ravie de ma commande. Envoi rapide et colis soigné. Merci beaucoup ! :),
"C'est ma 2ème commande.
(Collier, boucles et bracelet)
Tout était parfait et conforme, très satisfaite du rendu, de plus ma commande était ""urgente"" elle m'a été livrée très rapidement.
Les bijoux sont réalisés avec soin.",
C’est parfait !! Je recommande !! Merci à la créatrice.,
C’est parfait !! Je recommande !! Merci à la créatrice.,
"j ai reçu  mon colis 

Merci très beau",
"Super rapport qualité/prix, vendeuse tres sympathique et réactive, je recommanderai les yeux fermé.",
"Ich <3 diese Kette und trage sie nun jeden Tag. 
Der Versand ging super schnell und der Kontakt war sehr freundlich.
Vielen Dank.",
Absolutely LOVE!  Thank you so much!,
Vraiment une superbe pièce! Je suis contente de cet achat!,
"Il n y a rien à dire, travail bien fait, créatrice sympa. 2 eme achats et c est parfait. Merci à vous d être soignée.",
Bien reçu ! Très jolie Merci beaucoup 😊,
"Très beau !
Je souhaite en recommander",
Conforme très sympa livraison rapide parfait je recommande,
"Très  beau collier comme sur la photo
Ça faisait longtemps que j'en  cherché comme ça et celui ci a un très bon rapport qualité prix. 
De la livraison et rapide. 
Je vous le recommande",
Je suis entièrement satisfait de mon achat. La confection et la présentation est soigné. Merci.,
"Super bracelet, vraiment très jolie, très fin et raffiné! Je recommande.",
Arrivées très rapidement ! J'aime bien (juste un poil trop grandes pour mon lobe ;)),
juste parfait très beau rendu,
Bijou magnifique ! on verra si le fil tient le coup avec le temps mais pour l'instant il va très bien. Article envoyé très  rapidement,
Sehr schöne Kette 😍,
Super ma femme et ravie et arrivé à l'heure super,
"Un peu gros á mon goût.
Ça manque de finesse",
Colier parfait. Reçu rapidement!,
I love this shop. These necklaces are so cute and get so many compliments. Reorder often as gifts!,
I love this shop.  These necklaces are so cute and get so many compliments. Reorder often as gifts!,
Très beau à recommander,
"Es del tamaño adecuado
Un regalo perfecto.",
very nice and simple...I will buy again !!!!,
Parfaite ! elles dégagent beaucoup d'élégance!,
This was a reorder. These Bracelets are so cute.,
I received my necklace and loved it! I was very satisfied with it. I left another comment stating I wasn’t happy with th company and I was wrong. It took the mail service a little longer than expected to get here but that had nothing to do with the company. If you order from this company you will be happy you did!,
"Envoi rapide
Beau bijoux 
Répond à mes attentes",
These are so cute.  I get so many compliments!,
These are so cute.  I get so many compliments!,
"Colis arriver le 6 mai ,très jolie il est un peu trop long ,j’aurai préféré le collier en  argent mais bon ça c’est de ma faute",
"Très joli collier ! Ma mère va l’adorer. 
Envoi rapide et soigné, merci 🙂",
pierre très fine et avec ce fil transparent on le croirai collé sur la beau..vraiment magnifique  joce w,
Je m'attendais à un autre rendu sur la peau.... mais très bon article,
"très jolie autour de mon cou j, adore merci",
Beautiful well done necklace. Love it. Will order again. Thank you,
I recd my order & Very nice,
Envoi rapide et soigné je l’ai même reçu avant la date prévue ! Le bijou est identique à la description. C’est parfait ! Je reviendrai commander c’est sur !,
tout simplement magnifique à porter surtout sur une peau doréé,
Recd my order and excited,
Very happy with my purchase ! Loved it !!,
"Super, envoi rapide et soigné, collier très joli, je recommande à 100%
Merci beaucoup",
"Alles lief perfekt, der Schmuck ist wunderschön",
"Arrivés très très vite et correspond exactement à mon souhait.
Avec un petit mail gentil de Mélanie pour m'annoncer l'envoie de la commande.
Le bleu est vraiment magnifique",
très joli pendentif  jw,
Envoie rapide et collier très jolie !!,
"Perfect, very pretty",
Top!!! Die Halskette sieht sehr schön aus. Lieferung war schnell und günstig. Sehr empfehlenswert.,
"Article conforme aux attentes, parfait !",
"Man muß mehrmals hinsehen, um überhaupt einen Anhänger
zu sehen.",
"Conforme à la photo, de bonne qualité.
Appréciable de pouvoir choisir la taille du collier.",
"Très satisfaite de mon achat.
Jolie finition pour ce collier.",
Beautiful necklace! Very light and stone is very sparkly! Love it!,
Il est parfait très chic et conforme à la demande.,
"Commande reçue très rapidement, beau et efficace. Le fil est quasi invisible. En plus de ça Mélanie est adorable.
Foncez :-)",
Super contente de mon achat. Tres bien,
Parfait je me suis trompée de taille et Mélanie a eu la gentillesse de les reprendre et de les agrandir. Merci encore,
"Travail soigné, bijoux de qualité 
Ravie de ma commande 😍",
Beautiful! Thank you so much! :),
Très joli collier et arrivé assez vite,
"Joli collier, tout simple. Envoi rapide et soigné. Je recommande vivement",
"Unglaublich schön, kann ich wirklich weiter empfehlen)))))",
It looks amazing! Thank you,
"Commande reçue rapidement, et article conforme et bien emballé, je recommande 👍🏼",
"creamelanie est parfaite.
Une commande de bijoux (collier, boucles et bracelet) tout parfait.
Je recommande",
Very nice I loved the quality is perfect,
"Je recommande vivement ce produit il est vraiment très beau. 
Super vendeuse merci pour votre réactivité  

Julie",
"Super schön, totaler Blickfang 😍... danke gerne wieder!",
"Super schön, totaler Blickfang 😍... danke gerne wieder!",
Le bijoux est gros mais jolie,
"Service - très bien et correcte ...bien discret comme...
cette petit collier . Merci .",
Collier correspondant exactement à ma demande très jolie créatrice très gentille je recommande.,
Il tourne.L'attache se retrouve avec le brillant :(,
"Article conforme et de qualité : une nouvelle fois, ravie de ma commande 😇",
"article envoye rapidement, de bonne qualite et  un joli visuel",
"Collier conforme à la description, très fin et brillant, merci Mélanie !",
Très joli collier qui fait son effet je suis très satisfaite,
"Tres beau bijoux
Grande qualité",
Lovely!Will be ordering another one for my friend as she also want one.,
bonjour 2eme achat et encore nickel que ce soit le produit ou l envoi. bravo et merci,
Très jolie bijoux emballé dans un beau papier,
"Très joli ! Le collier est conforme à la photo. 
Et l'envoie est très rapide. Merci beaucoup :)",
"Superbes colliers, merci beaucoup :)",
"Les boucles sont très jolies et donne un bon rendu.
Je recommande creamelanie.
Très satisfaite.",
"envoi rapide, très joli bracelet",
Le prix! Et la rapidité de l'envoi.,
Jolie pendentif un peu dessus car à vite pris mauvaise forme et du coup tourne pas mal .,
"commande envoyée rapidement et collier repondant aux attentes
continuez....",
"Loved the necklace, unfortunately it was too short for me so I might have to order a longer one since I love it",
Love it!!!  Beautiful!  Thank you!,
Love it!!!  Beautiful!  Thank you!,
Article conforme mis à part j aurai aimé une petite pochette pour mettre colier sinon melanie o top rapidité  d envoi👍,
Bin sehr zufrieden 👍,
Très bel éclat. Bel emballage. Envoi très rapide. Merci,
Bel article.... je suis contente......... pas déçue.... bon suivi du colis.... à refaire bientôt,
Goed verzorgd alleen erg lang moeten wachten voordat de post het bezorgd heeft .,
Super bracelet expédié très rapidement. Il est vraiment jolie,
"bonjour,
oui ravi par mon achat, mais la prochaine fois j'en prendrais un plus court.
service rapide.",
Still waiting for delivery-would not have ordered if I knew it was overseas.  Horrible to use USPS-totally unreliable-need different delivery.,
beautiful !!!! it is delicate I can wear everywhere,
c'est un collier qui se porte facilement avec toutes tenues et très discret.,
vraiment contente du collier reçu..livraison rapide ..merci,
"envoi rapide, très joli collier",
It is stunning! Thank you,
"Tolle Kette, wunderbarer Kundenservice, Vielen Dank 🎀",
Déçue par cet article. Effet grossier,
"Sehr schöne Kette, schneller Versand und netten Kontakt.",
Collier conforme à la description ainsi qu'à la taille demandée. Un suivi de la part de la vendeuse et un jolie emballage à réception du collier.,
Le collier correspond aux attentes :),
"Lovely necklace. Good communication with seller. I ordered another 3 for friends.
Thank you,
Simone",
nice necklace and lovely package:),
"Envoi rapide, produit superbe. Merci",
Comme sur la photo ma fille la bien-aimé,
I have waited for this item and I never received it.,
way too small really late shipping,
"I'm loving these climbers....these are my first of this style so there was a learning curve to figure out how to get them in easily, but now it's a piece of cake. Love the minimalist design & hammered texture. They're perfect!",
"Pros:   Minimalistic. Super pretty. Everybody compliments them. I can sleep and shower and do everything with them. My hair hasn't gotten stuck in them yet. All-around superb purchase. 

 Cons:  really hard for me to put in my ears. Mostly because I think one of my holes is a little crooked.  I won't be taking them out anytime soon, and it's already been a few weeks, so it doesn't matter too much.",
"A little difficult to put on at first but worth it! very delicate and minimal, I love them!",
"Absolutely love these earrings! They were a little tricky to get on the first time, since I haven't had a style like this before.  But they fit nicely, and were exactly what I wanted - something minimal but a little trendy.  I'm not one for big earrings and these are perfect!",
I seriously love them.  I pretty much haven't taken them out since I got them and find sleeping in them to be comfortable.  I did have to pull them apart a tiny bit just because they were hurting my ears but now they fit awesome.  But I love them!!!!,
Love these so much for my girls!! They’re perfect!!,
Absolutely beautiful! Stays in place (and one of my earlobes used to be gauged!) and shines nicely.,
I love these climber earrings!! So comfortable and great quality! Thanks so much.,
Absolutely LOVE these earrings! They're simple and gorgeous!,
These are well crafted and they don't irritate my skin. I love how delicate and unique they look.,
"Very dainty. They are very simple but beautifully made. 
A little tight on one of my ears but I think they'll adjust!",
These earrings are amazing! They look beautiful & I haven’t taken them out since I got them.,
I love these earrings! Dainty and really cool looking! Thank you!!,
Beautiful! Slipped much faster than promised. I love it,
"Love them. Simple, unique, timeless.",
These are gorgeous and perfect!,
"These are simple, minimalist, and cute. They hug my earlobes perfectly and I can sleep in them. A wonderful change of style for me!",
Excellent quality and exactly as shown.  This style of earring is very comfortable and easy to wear... even with my sensitive ears!,
"Pretty! A little difficult to put in, but nice all around. Thank you!",
"Delicate and minimal, exactly what I wanted. Thanks!",
These are my Go-To earrings.  I answer the phone all day and some earring can get annoying or in the way.  It's a small thing but when it happens all day long it can get frustrating.  I don't have a problem with these.  They are beautiful and easy to wear.,
Love the ear crawlers! Thanks so much :),
Love these. Very unique and high quality.,
Love my new earrings! Thank you for an excellent product & quick shipping!,
Very cute and shipped fast! Will order again!,
I love the earrings! But one fell out and was lost the first day I put them in. :/,
These are great earrings. Love them!,
they are beautifully made!! buy these!,
"Love them, have to buy another pair for my daughter...her request",
Very comfortable and beautiful,
So casual and relaxed fit. Delightful shop.,
Love these earrings and they stay in place!,
Arrived on time and exactly what I hoped for!,
Love these earrings. Thank you!,
They are so delicate and perfect! Thank you,
"Lovely earrings, exactly what I wanted. They're so light I forget I have them on, and they can be worn overnight without poking you in the head.",
"Nice design, but the quality lokks a bit so so...",
Very hard to put them on! And it is smaller than the picture...,
"Not impressed. The right earring was loose and I couldn't get it to stay in place and, now, less than 24 hours after receiving them, it's already fallen out and lost.
Waste of money.",
Absolutely beautiful and unique piece of jewellery,
Sehr schöne Ohrringe und ideal an Festivals zu tragen.,
"The customer service was fast and lovely. The package came with a handwritten note and a cute lollipop 🥰, thanks! The earcuffs are very nice - they are easy to put on, they don't pinch the ear and they fit snugly, and most of all - are as pretty as they were on the pictures provided by KivotosJewelry. 10/10 would buy again 😁",
Item is just as pictured! Just lovely. I did the free shipping to the US so it took awhile but I was offered faster shipping but would have to pay. So I decided to wait. Earrings are delicate and slightly smaller than I wanted but still wonderful! Would buy again.,
Absolutely stunning ring! The blue stone has gold highlights that pair perfectly with the gold band. The band itself feels solid and well-made. The seller was very easy to work with and promptly responded to messages about customization.,
"I LOVE this ring. It’s so beautiful! It has a nice shimmer indoors, but under the lights and sun it sparkles ✨ it took 3 months to get here because of covid and the fact that for me it was international shipping. After not having it weeks after the supposed arrival date I emailed them to see if they had any info on their side. They contacted the post office and responded to me very quickly about what was going on. (The item was already in my country just not scanned in yet). I was sad, but the wait was worth it for me. I love it so much. THANK YOU!!!
It also came BEAUTIFULLY packaged in a cute suede pouch covered in green tissue w/ a painted wood ladybug sticker. Also received a dried flower and sticker logo. Husband & I are big travelers and will probably frame the flower 💜",
Bought the ear crawlers together with a tiny single flower earring to wear on the other ear and I couldn't be happier. They fit perfectly and are as pretty as on the pictures. Also great communication and customer care from Eleni and her team. Thank you!,
"It was a bday gift and you literally saved me with your super speedy delivery and help throughout. 

Amazing earrings - my friend loved them! 

Cant recommend enough. Will defo purchase from you again!",
"My daughter loved her gift!
Very stylish!",
"Absolutely love these, they’re so beautifully made. Lovely little hand written note was much appreciated aswell. Thanks so much :)",
"Ah beh, questo è per me! È davvero molto carino, ben fatto ed è resistente. È un oggetto particolare con colori vivaci, proprio come in foto. Ma non immaginatevi una cosa vistosa. Si fa notare con delicatezza. E di questi tempi anche i colori aiutano lo spirito! Dei venditori sono ugualmente entusiasta.",
"I am so thrilled with my purchases. They are exactly as expected from the photo and came in such gorgeous packaging too. It all felt very special, like getting a gift from a friend! Highly recommend buying from this lovely seller, absolutely beautiful quality and attention to detail.",
Absolutely beautiful and unique piece of jewellery,
"Love! They are beautiful earrings, I like the way it goes up your earlobe. They sit perfectly.",
"Thank u so much for this magical earrings. I love the 
artistic design.
Have a nice time with a lot of beautifil moments
Pia",
"Really beautiful earrings, worth the wait!! Love them! Thank you!",
Superbrs,
"Absolutely lovely. The packaging was very cute, the seller is easy to communicate with, and the earring is gorgeous. Just as expected.",
"Magnifique, comme je les rêvais. J'espère qu'elle tiendront bien sur l'oreille à l'usage, mais il n'y a pas de raison!",
They are very nice and original! I love them. The packing was also very well done with lavanda flowers inside. And they arrived before I thought! Many thanks!,
Sehr schöne Ohrringe und ideal an Festivals zu tragen.,
"Amazing, love them!",
I love my pair very much!,
"Magnifique ! Très jolie boucle d'oreille, c'est délicat, ce sera parfait pour ce printemps :)",
"Boucle d'oreille vraiment très jolie, je l'aime beaucoup mais malheureusement ne tient pas bien accrochée à mon oreille, j'ai sûrement l'oreille un peu fine.",
Parfait! Très bon produit! Livraison rapide et bonne qualité.,
"Great quality necklace! The necklace lenght seemed shorter than I expected, but I love the fit around my neck. Very light and i wear it all the time. Would highly recommend this seller!",
Absolutely beautiful ring my wife loved it. Amazing attention to detail in the packaging too which is a lovely touch. I very highly recommend!,
Beautifully hand crafted. I absolutely love it!,
"The Ear Crawler Earring seen in the picture looks  even better seen in person. The enamel work is thorough, the flower petals are firmly attached , and the mechanisms designed for the earring to stay in place are strong.  The Kivotos Jewelry staff answered my email questions promptly and knowledgeably. They packed the earrings so they would not break in transit and shipped them soon after they were  ready to go. The earrings are darling and will probably  become family heirlooms.",
"My second purchase from Kivotos. Again, Good quality, good design! It works.",
So beautiful!!! I absolutely love this ring. Worth the wait in every way!!!! 100% stunning and special,
"The earrings I bought from Kivotos Jewelry are darling! So pleased that they are sturdy, the enamel work is thorough, covering each petal top and bottom. These earrings will become a family heirloom. There was no problem with shipping, and the company responded to my email questions by the next day.",
"Well made beautiful and creative 
Shipped very quickly 
Love the packaging and note!",
This ring is minimalist but beautiful. It’s just as pictured. What made this purchase even better is the amazing customer service by KivotosJewelry :),
Beautiful,
"Simply fantastic, very beautiful turquoise color, light and elegant. Perfect",
"This is adorable little flowers, very beautifully made! Bought it as a gift to my daughter, I bet she will like it! Shipping was incredibly fast, seller is very communicative and kind! Thank you so much!",
"Absolutely love!
Beautifully made!
Came in a cute bag, very sweet.",
"I am so thrilled with my purchases. They are exactly as expected from the photo and came in such gorgeous packaging too. It all felt very special, like getting a gift from a friend! Highly recommend buying from this lovely seller, absolutely beautiful quality and attention to detail.",
It is so dainty and so perfect.  I love it! The colors are so perfect and detail so delicate. Will be wearing everyday. Thank you!,
Stunning and comfortable! I adore it✨💕,
The earrings look even better in person! Very detailed and beautiful.,
"Ordered on 4/29 and received today. Long wait for overseas shipping die to COVID-19. 

There are better in person. So cite and comfortable. Love the little bit of dangle!!",
"Quick delivery. Soft and délicate craft,
Pleasant discussion with the seller, who was very professional in treating my order and preventing upstream any possible problem.  I appreciate very much and I recommend.",
My ring is beautiful and will be a meaningful symbol of this time in my life. Eleni was also wonderful to work with. Helpful and kind. I would definitely buy more jewelry from this shop.,
The earrings look even better in person! Very detailed and beautiful.,
"Je viens de la recevoir, j'aime beaucoup beaucoup
Envoi soigné 👌",
"Excellent seller! Beautiful pendant. I did a mistake in the measurement info, she kindly send me the extension.",
Bellissimo. Semplice ed elegante... L'ho preso per fare un regalo e sono certa che piacerà moltissimo! Il venditore è stato gentilissimo. Consiglio vivamente l'acquisto.,
I love the daintiness and attention to detail. So precious.,
Wirklich schöne ohrringe!,
"Spotted this when browsing rings for a friend and bought myself it immediately.
It really is so beautiful! Communication throughout was excellent, well detailed tracking.. said two weeks to arrive and was received in under that. Wrapped lovely with a handwritten message and sprig of lavender. Just gorgeous. Recommended times 100 x",
"Absolutely as I was hoping it to be, the colors are perfect, the shape and the design make it a true beauty. Happy again",
Just as pictured not too long or heavy and quality is great. I love the color combinations and unique style. Thank you so much...!!! I love them!,
Very delicate and elegant. Exactly what I was looking for!,
"The pendant is very beautiful, unique and can be worn as a casual or formal accessory, plus I use it to layer necklaces. The solid gold chain is super sturdy compared to machine made ones I’ve bought in the past. Will be a customer for life!",
"Beautifully designed and crafted earrings, with exceptional customer service and quick delivery. The “gold” is actually “gold vermeil”, but this is reflected in the excellent price. My daughter was thrilled with this birthday gift. Efharistó!",
"The necklace was professional quality and turned out gorgeous, my cousin wears it all the time! I ordered it around Xmas time, and it came wrapped BEAUTIFULLY with little decorations, a lollipop, and a handwritten note. Fantastic product AND seller. 12/10",
"I really love(d) this ring - but having ordered the gold version, the colour is fading after wearing it for 3 weeks.... It's now basically silver!",
gorgeous 😭 i’m so happy wearing them,
beautiful in person! Very cool earring and so happy I could enjoy purchasing just one. Arrived safely and in perfect condition.,
Die Ohrringe sind sehr schön. Ich bin schon mehrfach darauf angesprochen worden. Ich bin sehr glücklich 😀,
Really nice and fast shipping.,
Beautiful and elegant. You can tell they are made by an interesting boutique xx,
"Amazing bright blue, wonderful, elegant setting. A gorgeous ring, simple, but very eyecatching",
These earrings are superb. My husband gave these to me for our 30th wedding anniversary (my choice!) So beautiful and such lovely quality. I will treasure these.,
"Très joli !
Livraison rapide avec DHL (5 jours) malgré le contexte.
Livré avec un emballage cadeau et une joli pochette décorée ! Un grand merci à vous :)
Vendeur sérieux et un suivi parfait tout à long de la commande.
Entièrement satisfait.",
"They are beautiful, simple and unique. I absolutely LOVE them!",
"Simply stunning: marvelous vibrant blue green, simple cut, but elegant and classy",
"Pretty, delicate, these necklaces make perfect little presents. I can’t wait for the reactions! Eleni is really helpful too. Recommend this seller.",
"Ich bin froh, dass ich von Kivotos Jewelery auf die Möglichkeit von DHL Versand aufmerksam gemacht wurde. Die Sendung traf innerhalb von 4 Tagen aus Griechenland nach der Schweiz ein - ohne Zollgebühr!",
"What a wonderful experience! Their customer service is the most professional one I had contact with, very kind and helpful - the happiness and satisfaction of the customer seems to be most important to them. The jewelry is made beautifully and with love. It was a pleasure to buy at KivotosJewelry and I can absolutely recommend them. Thanks a lot for these beautiful earrings!!",
"Lovely stone, really nice and well made silver ring setting. Very comfortable, lightweight and easy to adjust to size, but it stretches open just as easily as it pushes closed so have to keep adjusting. Overall very happy though!",
They are dainty and simple cute jewelry.  I am very pleased with them.,
I absolutely love my ring and bracelet from Kivotos Jewelry!  The seller was very helpful; I had a great buying experience.  Made this shop a favorite!,
I am blown away with the quality of this item has I’m not impressed easily but these earrings left me speechless,
Sehr schön! Ich habe schon einige Stücke gekauft und bin jedes Mal begeistert! Unbedingt Empfehlenswert!!!,
"Cameo ring is gorgeous, both silver and gold.",
Beautiful earrings!!!,
"I ordered the earrings on November 11, but up to now I have received them.",
"Love these earrings!  Great craftsmanship, exactly as pictured.",
"Great item, exactly as described and very well made. I had trouble with delivery as it initially took a long time to post so was already running late for a present and then when my tracking number wasn’t working and it turned out the post office never actually sent it so my order was very delayed. The seller was very quick to resolve the issue when contacted.",
"very unique design for evil eyes! The item arrived so fast, and well-wrapped with beautfil Christmas decor. Thank you for this beautiful jewelry and candy!",
"Die Steine sind sehr schön, auf dem Foto wirken Sie aber etwas größer als sie wirklich sind",
"Very pretty, they fit the edge of my ears nicely - not too long or  wide.",
What a lovely selling and pair of earrings!!! Just what I was looking for! The owner of this company went above and beyond on a query and I couldnt recommend them enough! I will be purchasing more!,
"Wonderful, style, shape and color. When hit by the sunlight it's even more beautiful",
"Beautiful item, delay in receipt due to Greek post office but seller was quick and courteous in response. Out of her hands, actually, but arrived not too late and the earrings did not disappoint. All wrapped carefully and beautifully so you know she treats each sale with care.",
These earrings are very cute - and well made. Love love love them and  will wear them frequently!,
Just beautiful! Classic and unique at the same time.  I really like the size.  They look just like the picture. AND I got a Greek 🍭 lollipop!,
"Beautiful work, love this ring",
absolutely stunning. fits like a charm and goes with my entire wardrobe. Awesome purchase,
"The three stones picked up for me are just perfect, bright colors, beautiful shape and the design is magnificent. Very happy",
"Simply wonderful. The colors and the stones chosen are perfect: bright sunstone , sparkling turquoise and beautiful moonstone. The sun, the blue sky, and the moon. Thank you for another beautiful work",
"This ring is beautiful and unusual , and Kivotos were so helpful telling me how to size it for the order",
"Les boucles sont très jolies et fines. Exactement ce que je voulais. 
Petite déception sur le fermoir qui s’est décalé dès la première fois mais il fonctionne toujours. 
Le contact avec le vendeur pendant le confinement a été parfait. 
Je suis satisfaite :)",
"took about 2 months to receive, but is beautiful. Thank you!",
top ear cuff will not stay on,
Leider nicht so wie hier angeboten wird. Der Stein entspricht nicht meinem Erwartungen.  Ansonsten sehr freundlich.,
It is a bit bigger than I thought but amazing and I love it! It arrived within 2 days with DHL.,
"Love it, wearing all the time, like the simplicity and material . Very happy with my purchase!",
"Absolutely beautful ring! It looks like an antique piece of jewellery and is very beautifully crafted!
This was my first purchase at Kivotos', but hopefully not my last!",
"The necklace is pretty, but waaaay too fragile and the chain came tangled. It took me a good 20 minutes to unravel it.",
This is such a gorgeous Aquamarine Ring! Sherri,
"I just received and opened my dreamy pendant!!!
Sincerely, I could not imagine it to be so beautiful!!!
The shop owner was direct and helpful not only to provide all asked information but also so kind to provide me a great opinion on the selection and preferable style!
As far as it concerns the gift package...beautiful!
Thank you so much!",
Very beautiful and fit perfectly,
"I love this tiny earrings, they're so beautiful and well made. Thank you so much!",
"The ring is just as pictured! They got my size wrong the first time but they were very quick to correct the mistake. I requested a new ring to be made instead of waiting for the one they first sent to be fixed and they paid for both delivery fees.
I’d recommend to see photos of the gem they’ll use since it can vary very much from the product description/photos.

Still, in spite of the this hiccup, they handled it very well and was a pleasure to purchase from their store :)",
"Wonderful style, very bright stone, very elegant",
Stunning!,
"May take a while to get if you order from the United States, but so beautiful and worth the wait!!",
"simply gorgeous!!!!! I love love love it!!!
Thank you",
Amazing ! Love it ! ;),
Perfect and beautiful!! I would buy many more things from this seller. Quick shipping too!,
"Earrings are beautiful, my girlfriend loves them.",
"Beautiful ring!, well made. I'm so happy with my purchase.",
"Wow it is so stunning with lots of detail, but very dainty.  I can wear everyday. Thank you!",
"Splendid color, simply and elegant.  As always, perfect",
"Lovely necklace, thank you! 

I have ordered a few items from this creator and have always been very pleased with the products and their quality, this order is no exception! I will definitely be a returning customer.",
"Lovely necklace, thank you! 

I have ordered a few items from this creator and have always been very pleased with the products and their quality, this order is no exception! I will definitely be a returning customer.",
"I love this necklace, so beautiful, Thank you.",
"Wunderschöner Ring, schnelle Lieferung, alles bestens!",
They are exactly what I was searching for! :) and arrived early than I expected! Thank you so much,
"Absolutely beautiful! Brilliant customer service, really can't recommend enough. We bought these as a gift for my Mum's birthday and the store managed to get it to us in the UK in record time.",
The ring is gorgeous! The sellers (Elena) was very polite and helpful with all the questions and tracking queries. The order reached me within the estimated time and Elena helped track it on its way. Would certainly recommend Kivotos😊,
"Wonderful shades of green, perfect size. Happy",
"Sehr schöne Kette, sieht sehr hochwertig aus. Gefällt mir sehr gut. Top Qualität.",
"The glow of the gemstone is incredible! Thank you for this gorgeous piece.
Stay well and safe.",
Great communication when I had questions.  The necklace is beautiful.  Very well done!,
"Really beautiful as expected, just a bit fragile, bending easily as not intended.",
"The earrings are beautiful, but unfortunately the clipper is not practical at all. Super difficult to close it once in your ears. So I like them but I can't use them unless there is someone who can help me put in.
Also the free shipping needs some upgrade if you want to have a decent one.",
Bijou bien emballé et correspondant à la description. C'est pour un cadeau.,
"Took a long wait by post, but the earrings are beautiful!",
"Beautifully carved cameo, very realistic.  Thank you",
It is fabulous. I love it. Thank you.,
"Son preciosos, un trabajo muy bien hecho. Seguiré comprando",
"took long but it was worth it for sure,love it",
"Great earrings, I just love the combination of black, gold and aquamarines.",
"Very fast delivery, very fine ring with rose quartz",
"Beautiful earrings, high quality and just as described and look exactly as they do in the photos.",
Lovely ring and excellent customer service!,
Fantastic blue/green gem,
"It's petite and charming, very well suited for miniature girls. Excellent seller, fast shipping!",
Schnelle Lieferung. Sehr schöner Ring.,
These are adorable!!!!!  Thanks so much!!!,
Gorgeous. Arrived in the United States only SEVEN DAYS after I ordered and was packaged beautifully. Thank you!,
Beautiful earrings. Gave them as a gift to my friend. She loved them. Great customer service. A pleasure to buy from this seller. P 😊,
Very qualitative necklace. Fast shipping and good service. Thanks 😊,
Really beautiful!,
"Sehr originelles, ausgefallenes Design! Und liebevoll verpackt!",
very pretty and unique earrings  would have liked them a little bigger but that is my fault..they would be perfect on most women,
"Touchy and gentle ring, Love it, have it make me feels good.  Thank you. recomended",
Gorgeous necklace and beautifully gift wrapped - thank you!,
Sehr süß! Gefällt mir sehr gut.,
Bestellung kam superschnell bei mir an. Sehr schönes Armband.,
"Fabulous, Mum loved it! Great service , recommend 200%",
worth it!! dhl very quick,
"Nice ring, good quality, fast delivery!",
Awesome seller!! Highly recommend.,
Charming ring with large stone. Fits nicely and looks lovely.,
"Beautiful and delicate, packaged elegantly.",
"Super toll gearbeitet, meine Schwester hat sich sehr gefreut",
"I love this little necklace, it is comfortable to wear and the sellers were very nice.",
Great customer service!,
These earrings are lovely and have a nice weigh to them.  Seller ships very quickly.  A+,
Got them to accompany the ear crawlers. Very happy with them.,
"Lovely earrings, I'm so happy with my purchase. Thanks",
"Wunderschöner Ring individuelle Wünsche werden unkompliziert umgesetzt, schnelle Lieferung",
Reliable! DHL is trustworthy and can be tracked.,
"Wonderful service , mum loved her earrings . Thank you",
"Lovely pendant! It's a small one, but solid and easy to wear! Thank you!",
Really nice earrings and quick delivery,
Beautiful earrings. Shipped safely with DHL.,
Very fast to arrive. Recommend.,
Earrings look well made in person and were nicely wrapped for the holiday! Made it easy for my husband :) There are three holes on the jackets so you can customize based on the shape of your lobe or how much “dangle” you want!,
"When I accidentally broke my first necklace, I had to order another one from Hagitbar.  This is my favorite necklace and my go to for most of my outfits. The chain is delicate, the length is long, and the design adds to any outfit. It especially looks good with navy blue... Hagit makes beautiful pieces!",
"Such a cool design! These are a gift, but I will be back at some point soon to get myself a pair. Very thoughtful wrapping as well.",
the seller is absolutely so sweet and understanding!!! i’m obsessed with my purchase and will be buying from here again soon <3,
"I love the earrings, but the shipping took very long. I understand that this was an international delivery, but it only appeared as ""not shipped"", so I gave up on receiving them. But I finally did receive them and am happy with the look & quality, plus I received a bonus pair :)",
"They are so beautiful! I've gone on kind of a silver bracelet kick and these are the perfect stackers to pair with other more ornate bracelets. They're so clean and minimalist, I love it.",
"Love these earrings!! They are just my style and exactly what I hoped for!! Thanks, Hagit!!",
